prompt_name,genre,rouge1,rouge2,rougeL,bertscore_f1,generated_length_words,compression_ratio,bullet_format_rate,n
bullet_points,business,0.3028024374796254,0.08510293705749045,0.24136962883017402,0.8852694630622864,19.5,0.86626333483585,0.0,10
bullet_points,entertainment,0.3126487396500234,0.13558119658119655,0.24104635971644955,0.8978541791439056,15.1,0.7343971624662162,0.0,10
bullet_points,politics,0.3481468601252905,0.16711484593837533,0.28587366376540685,0.8973403871059418,14.6,0.7070967681743544,0.0,10
bullet_points,sport,0.33598449304264927,0.17346955659060379,0.30067676459538595,0.908624792098999,18.9,1.5873665490370297,0.0,10
bullet_points,tech,0.348075093654779,0.11486899104408661,0.26304809859871414,0.909311157464981,16.3,0.8073381475952145,0.0,10
bullet_points_strict,business,0.3248702105561099,0.1174504298647582,0.2700991132401199,0.8901280969381332,19.7,0.8421593982420553,0.0,20
bullet_points_strict,entertainment,0.33099359253075333,0.15554719235364395,0.250799458343436,0.8951282143592835,13.8,0.6854884323074859,0.0,20
bullet_points_strict,politics,0.3918210934854107,0.16109019091507568,0.30936163736479916,0.899331909418106,17.7,0.9126612180922524,0.0,20
bullet_points_strict,sport,0.33413867718824025,0.16227632699643935,0.29163727285164887,0.9100997775793076,16.2,1.1141431058135862,0.0,20
bullet_points_strict,tech,0.3114084005970285,0.08344489739651027,0.22898816162191152,0.9046132326126098,16.2,0.7989499820523175,0.0,20
fact_constrained,business,0.32019758267035275,0.11212434979292937,0.25848109859884955,0.8935519814491272,20.6,0.9004124408384044,0.0,10
fact_constrained,entertainment,0.34443902837997825,0.16722569903215062,0.25877383990991176,0.8969798803329467,15.0,0.7294108082407316,0.0,10
fact_constrained,politics,0.36109568335574527,0.15911046521441977,0.27787972605310063,0.9028349399566651,14.5,0.6939420062695925,0.0,10
fact_constrained,sport,0.3166264467119286,0.14351394319818753,0.26909725551688674,0.9080741107463837,17.4,1.1811174647879454,0.0,10
fact_constrained,tech,0.323981399566048,0.09166740916740915,0.22860246497979636,0.9037526369094848,17.0,0.8449326023731732,0.0,10
one_sentence,business,0.3154783262194006,0.1207903432400721,0.264518044613852,0.8908442437648774,23.7,1.1263341409360679,0.0,10
one_sentence,entertainment,0.292036356985496,0.11753357753357752,0.21946553515833314,0.8906992971897125,13.5,0.6475266364780431,0.0,10
one_sentence,politics,0.3734049198510929,0.16896825396825393,0.3021848264680872,0.9017469882965088,16.0,0.7530696745782952,0.0,10
one_sentence,sport,0.3457663132941301,0.1756323462094565,0.31315543989167793,0.9099644184112549,18.0,1.3229735151703115,0.0,10
one_sentence,tech,0.32838835741812783,0.10143579538740825,0.22923150140151574,0.9062573254108429,15.9,0.7904606772394833,0.0,10
tldr,business,0.29981031780529666,0.11799400501487785,0.2689788063291657,0.883702301979065,18.6,0.834537412666216,0.0,10
tldr,entertainment,0.30216146879939976,0.1249571302418427,0.23268915949950428,0.893949568271637,14.0,0.6922041831664594,0.0,10
tldr,politics,0.3572741491765797,0.16564567610528486,0.2814454355265686,0.900920706987381,15.8,0.8509117032392896,0.0,10
tldr,sport,0.3186062313692936,0.14404366591747994,0.2700942689633206,0.9036989152431488,16.2,1.222873264543745,0.0,10
tldr,tech,0.3459844656884359,0.09688180531617682,0.25819390718977353,0.9088372826576233,16.3,0.8057146879346704,0.0,10
