id,genre,prompt_name,reference_summary,generated_summary,source_length_chars,generated_length_words,reference_length_words,compression_ratio,is_bullet_format,rouge1,rouge2,rougeL,bertscore_precision,bertscore_recall,bertscore_f1
38264402,tech,bullet_points_1_shot,"There is a ""chronic"" need for more housing for prison leavers in Wales, according to a charity.","The number of people who are homeless in Wales is ""disappointing"", a charity has said.",3525,15,17,0.8823529411764706,0,0.3125,0.13333333333333333,0.25,0.9122166633605957,0.9157290458679199,0.9139695167541504
34227252,entertainment,bullet_points_1_shot,"A man has appeared in court after firearms, ammunition and cash were seized by police in Edinburgh.",A 26-year-old man has appeared in court charged with armed robbery in Edinburgh.,287,13,17,0.7647058823529411,0,0.5,0.3333333333333333,0.5,0.9296108484268188,0.9182326793670654,0.9238867163658142
38537698,tech,bullet_points_1_shot,"Four people accused of kidnapping and torturing a mentally disabled man in a ""racially motivated"" attack streamed on Facebook have been denied bail.",Four teenagers have been charged with hate crimes after a white man was beaten to death in Chicago.,1488,18,23,0.782608695652174,0,0.2926829268292683,0.05128205128205128,0.1951219512195122,0.9115617871284485,0.8844709396362305,0.8978120684623718
36175342,sport,bullet_points_1_shot,"West Brom have appointed Nicky Hammond as technical director, ending his 20-year association with Reading.",West Bromwich Albion have appointed West Brom's former youth academy director as their new director of football.,313,17,15,1.1333333333333333,0,0.35294117647058826,0.125,0.29411764705882354,0.9187742471694946,0.8959306478500366,0.9072086811065674
39070183,tech,bullet_points_1_shot,"The pancreas can be triggered to regenerate itself through a type of fasting diet, say US researchers.",A fasting-mimicking diet has been shown to reverse the symptoms of type 1 and type 2 diabetes.,3585,17,17,1.0,0,0.39999999999999997,0.0,0.17142857142857143,0.8607475757598877,0.8893615007400513,0.8748205900192261
38899892,business,bullet_points_1_shot,"Since their impending merger was announced in January, there has been remarkably little comment about the huge proposed deal to combine Essilor and Luxottica.","If you're looking for a good deal on a merger between two of the world's biggest companies, there's a good chance you'll find it.",6147,24,24,1.0,0,0.15384615384615383,0.0,0.07692307692307691,0.8684709668159485,0.8646644949913025,0.8665635585784912
39339718,sport,bullet_points_1_shot,"A ""medal at any cost"" approach created a ""culture of fear"" at British Cycling, says former rider Wendy Houvenaghel.","British Cycling chief executive Wendy Houvenaghel has said she feels ""vindicated"" by the organisation's failures in the World Class Programme.",5432,20,19,1.0526315789473684,0,0.2,0.10526315789473685,0.2,0.9131338596343994,0.9117225408554077,0.9124276638031006
34571446,business,bullet_points_1_shot,Have you heard the one about the computer programmer who bought a failing comedy club in Texas and turned it into a million dollar a year business?,"It's not a joke to say that the Hideout Theatre in Austin, Texas, is one of the most popular comedy clubs in the US.",5950,24,27,0.8888888888888888,0,0.30769230769230765,0.0,0.1923076923076923,0.8769470453262329,0.875580370426178,0.8762632012367249
36892983,business,bullet_points_1_shot,"The reaction from BT's investors told us much about media regulator Ofcom's ruling on the fate of Openreach, the BT subsidiary that provides much of the UK's broadband infrastructure.","BT's share price soared in the early hours of Thursday morning, as the company's rivals sat down to discuss the future of the telecoms giant.",2398,25,29,0.8620689655172413,0,0.3050847457627119,0.07017543859649122,0.23728813559322032,0.8837037682533264,0.8754042983055115,0.8795344233512878
37732028,sport,bullet_points_1_shot,Manager Brendan Rodgers is sure Celtic can exploit the wide open spaces of Hampden when they meet Rangers in Sunday's League Cup semi-final.,Brendan Rodgers says he is looking forward to his first Old Firm derby with Celtic on Saturday.,2239,17,23,0.7391304347826086,0,0.19047619047619052,0.05,0.19047619047619052,0.9108632206916809,0.8870556354522705,0.898801863193512
32300397,business,bullet_points_1_shot,Queen's University Belfast is cutting 236 jobs and 290 student places due to a funding reduction.,"The University of Queen's in Belfast has announced it will cut its undergraduate and postgraduate places by 1,010 over the next three years.",2309,23,16,1.4375,0,0.28571428571428564,0.05,0.2380952380952381,0.9028245210647583,0.9201194643974304,0.9113900065422058
32672009,tech,bullet_points_1_shot,Hospital bosses in Sussex have apologised after about 850 patients were sent leaflets in error suggesting they might have cancer.,An NHS trust has apologised after 850 leaflets were mistakenly inserted with a patient's appointment letter.,1318,16,20,0.8,0,0.27027027027027023,0.05714285714285714,0.2162162162162162,0.9208798408508301,0.9124348163604736,0.9166378378868103
38872899,politics,bullet_points_1_shot,The shadow foreign secretary has suggested Labour will continue to support legislation paving the way for Brexit as it passes through Parliament.,"Labour has said it will not ""frustrate Brexit"" if it fails to amend its Brexit bill.",3157,16,22,0.7272727272727273,0,0.3157894736842105,0.0,0.2105263157894737,0.8892247080802917,0.8932316303253174,0.8912236094474792
37248643,sport,bullet_points_1_shot,Torquay United boss Kevin Nicholson says none of the money from Eunan O'Kane's move to Leeds from Bournemouth will go to the playing squad.,"The Gulls have agreed a deal to sell winger Sean O'Kane to the Cherries for an undisclosed fee, according to manager Mark Nicholson.",625,23,24,0.9583333333333334,0,0.27999999999999997,0.08333333333333333,0.2,0.9012850522994995,0.8816444873809814,0.8913565874099731
38521798,tech,bullet_points_1_shot,North Wales Police has been criticised at an inquest for sending an officer to speak to a hospital patient with paranoid schizophrenia.,"A psychiatric consultant has said he is ""extremely unhappy"" about a visit by a police officer to a ward at a hospital.",1314,22,22,1.0,0,0.3181818181818182,0.14285714285714285,0.22727272727272727,0.9026289582252502,0.9021520018577576,0.9023904204368591
29771956,sport,bullet_points_1_shot,Leicester City striker Gary Taylor-Fletcher has joined Sheffield Wednesday on an initial month-long loan.,Leicester City have re-signed midfielder Chris Taylor-Fletcher on a one-year contract.,343,11,14,0.7857142857142857,0,0.3333333333333333,0.14285714285714288,0.3333333333333333,0.9367783069610596,0.9306989908218384,0.9337286949157715
38322594,politics,bullet_points_1_shot,"Limiting access to federal research would do an ""enormous disservice"" to the US and the world according to former Nasa chief scientist.",The chief scientist at Nasa has warned that the US government should stop allowing scientists to access data on climate change.,5964,21,22,0.9545454545454546,0,0.37209302325581395,0.0975609756097561,0.1395348837209302,0.9147826433181763,0.8877626657485962,0.9010701775550842
35194738,entertainment,bullet_points_1_shot,"John ""Brad"" Bradbury, drummer with The Specials, has died at the age of 62.",The Specials drummer John 'Brad' Bradbury has died at the age of 84.,2284,13,14,0.9285714285714286,0,0.888888888888889,0.64,0.6666666666666666,0.9817701578140259,0.9701306819915771,0.9759156703948975
38781058,sport,bullet_points_1_shot,"Tiger Woods missed the cut at the Farmers Insurance Open, as England's Justin Rose maintained a one-shot lead.",World number one Woods missed the cut at the US Open as he missed the cut by four shots.,1084,19,18,1.0555555555555556,0,0.46153846153846156,0.3243243243243243,0.41025641025641024,0.9132375121116638,0.8981776237487793,0.905644953250885
40181128,sport,bullet_points_1_shot,"Former England striker Andy Cole says he faces a ""long road ahead"" as he recovers from his recent kidney transplant.","Manchester United striker Wayne Cole says he has a ""long road ahead"" after being diagnosed with kidney failure.",1760,18,20,0.9,0,0.4736842105263158,0.27777777777777773,0.4736842105263158,0.9478050470352173,0.9441975355148315,0.9459978342056274
35345872,tech,bullet_points_1_shot,"Pakistan has unblocked the video sharing site, YouTube, more than three years after it was banned for posting a video deemed insulting to Islam.",Pakistan's government has lifted a ban on YouTube in the country.,2050,11,24,0.4583333333333333,0,0.2777777777777778,0.0,0.16666666666666666,0.9254280924797058,0.8704209923744202,0.8970820903778076
32148941,sport,bullet_points_1_shot,"Leicester Tigers winger Miles Benjamin is likely to be out for the rest of the season because of a knee injury, reports BBC Radio Leicester.",Leicester's Ben Benjamin will miss the rest of the season because of a neck injury.,676,15,25,0.6,0,0.5365853658536586,0.35897435897435903,0.5365853658536586,0.958945095539093,0.9216182827949524,0.9399112462997437
37066439,sport,bullet_points_1_shot,Owain Doull has won Wales' first gold of the 2016 Olympics as he helped the Great Britain men's team pursuit defend their cycling title in Rio.,Great Britain's Mark Doull has won his first Olympic gold medal as he helped Great Britain beat Australia in the final of the women's road race at Rio 2016.,2573,29,26,1.1153846153846154,0,0.5862068965517241,0.21428571428571427,0.41379310344827586,0.9266219139099121,0.9068688750267029,0.916638970375061
40787080,tech,bullet_points_1_shot,"Floods in the western Indian state of Gujarat have killed 218 people, government officials have confirmed.","The death toll from floods in Gujarat state has risen to more than 100 people, officials say.",755,17,16,1.0625,0,0.42424242424242425,0.06451612903225808,0.30303030303030304,0.9285959005355835,0.9357650876045227,0.9321666955947876
39192648,sport,bullet_points_1_shot,All images copyrighted.,The first wedding to be held on skis has taken place at a Scottish ski resort.,2058,16,3,5.333333333333333,0,0.0,0.0,0.0,0.8284933567047119,0.876218855381012,0.851688027381897
27119429,business,bullet_points_1_shot,"Royal Bank of Scotland (RBS) has been fined HK$6m (£460,000) by Hong Kong regulators after it failed to detect a series of unauthorised transactions by one of its traders.",Hong Kong's Royal Bank of Scotland (RBS) has been fined a record amount by the Hong Kong Securities and Exchange Commission (HKSEC).,1574,22,29,0.7586206896551724,0,0.4444444444444444,0.30769230769230765,0.40740740740740744,0.9167636036872864,0.8820927143096924,0.8990941047668457
38952672,politics,bullet_points_1_shot,"The Bafta awards had laughter, passion and plenty of politics.","The Baftas have been a huge success, and it's not just Meryl Streep who's winning the best actress award.",4391,19,10,1.9,0,0.12903225806451613,0.0,0.12903225806451613,0.881293535232544,0.9038383364677429,0.8924235105514526
