id,genre,prompt_name,reference_summary,generated_summary,source_length_chars,generated_length_words,reference_length_words,compression_ratio,is_bullet_format,rouge1,rouge2,rougeL,bertscore_precision,bertscore_recall,bertscore_f1
38264402,tech,tldr,"There is a ""chronic"" need for more housing for prison leavers in Wales, according to a charity.","Prison Link Cymru, which helps people find accommodation after their release, could take six months to a year.",3525,18,17,1.0588235294117647,0,0.17142857142857143,0.06060606060606061,0.17142857142857143,0.8725582361221313,0.8782169222831726,0.8753784894943237
38264402,tech,bullet_points,"There is a ""chronic"" need for more housing for prison leavers in Wales, according to a charity.","Prison leavers should be given priority for accommodation, a charity has said.",3525,12,17,0.7058823529411765,0,0.3448275862068966,0.14814814814814814,0.27586206896551724,0.9340763688087463,0.9110800623893738,0.92243492603302
38264402,tech,one_sentence,"There is a ""chronic"" need for more housing for prison leavers in Wales, according to a charity.","Prison leavers in Wales could be given priority for accommodation, a charity has said.",3525,14,17,0.8235294117647058,0,0.45161290322580644,0.27586206896551724,0.3870967741935484,0.9405776262283325,0.9247852563858032,0.9326146245002747
38264402,tech,fact_constrained,"There is a ""chronic"" need for more housing for prison leavers in Wales, according to a charity.","The Welsh government has said it is ""difficult to find suitable accommodation for those leaving prison"".",3525,16,17,0.9411764705882353,0,0.24242424242424243,0.0,0.1818181818181818,0.907974362373352,0.9032965302467346,0.9056293964385986
34227252,entertainment,tldr,"A man has appeared in court after firearms, ammunition and cash were seized by police in Edinburgh.",A man has been arrested and charged in connection with a shooting in Edinburgh.,287,14,17,0.8235294117647058,0,0.45161290322580644,0.20689655172413793,0.3870967741935484,0.9387401342391968,0.9144079685211182,0.9264143109321594
34227252,entertainment,bullet_points,"A man has appeared in court after firearms, ammunition and cash were seized by police in Edinburgh.",A man has appeared in court charged with the murder of a man in Edinburgh.,287,15,17,0.8823529411764706,0,0.5,0.39999999999999997,0.5,0.9483590126037598,0.9140366315841675,0.9308815598487854
34227252,entertainment,one_sentence,"A man has appeared in court after firearms, ammunition and cash were seized by police in Edinburgh.",A man has appeared in court charged with possession of firearms and ammunition in Edinburgh.,287,15,17,0.8823529411764706,0,0.6875,0.39999999999999997,0.625,0.9566882848739624,0.9447273015975952,0.9506701827049255
34227252,entertainment,fact_constrained,"A man has appeared in court after firearms, ammunition and cash were seized by police in Edinburgh.",A man has appeared in court charged with the murder of a man in Edinburgh.,287,15,17,0.8823529411764706,0,0.5,0.39999999999999997,0.5,0.9483590126037598,0.9140366315841675,0.9308815598487854
38537698,tech,tldr,"Four people accused of kidnapping and torturing a mentally disabled man in a ""racially motivated"" attack streamed on Facebook have been denied bail.",Four people have been charged with hate crimes and aggravated kidnapping and battery.,1488,13,23,0.5652173913043478,0,0.33333333333333337,0.1764705882352941,0.2222222222222222,0.9045321941375732,0.8672314882278442,0.8854891657829285
38537698,tech,bullet_points,"Four people accused of kidnapping and torturing a mentally disabled man in a ""racially motivated"" attack streamed on Facebook have been denied bail.",Four people have been charged with aggravated kidnapping and battery after a man was beaten in a van in Chicago.,1488,20,23,0.8695652173913043,0,0.46511627906976744,0.1951219512195122,0.37209302325581395,0.9114491939544678,0.8832674622535706,0.8971371054649353
